Model,Category,Word,Instance_ID,Step,Description,Guess
gemma-2-9b-it,High-Freq Concrete,Apple,21,0,"This round, red fruit grows on a deciduous tree and is known for its crisp texture and sweet-tart flavor. It's a popular snack and ingredient in both sweet and savory dishes.  


Let me know if you'd like another riddle! 🍎",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,22,0,"This sweet, round fruit is known for its crisp texture and signature red skin.  It grows on a tree and is often enjoyed as a healthy snack or used in pies and other desserts.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,23,0,"It's a round, often red fruit with a crisp texture and a sweet-tart taste.  This delicious treat grows on trees and is enjoyed by people all over the world.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,24,0,"This sweet, round fruit boasts a vibrant red skin and a crisp, juicy flesh.  It is often enjoyed fresh, baked into pies, or used to make delicious cider.  


Let me know if you'd like me to try describing something else!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,25,0,"It is a round, brightly colored fruit with a smooth skin.  Its crisp flesh contains a core with seeds and a sweet, tart flavor.  


Let me know if you want me to describe something else!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,26,0,"This round fruit boasts a vibrant red skin, often with a hint of green.  Its crisp flesh offers a sweet and tart taste, enjoyed fresh or baked into delicious treats.  


Let me know if you'd like another try!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,27,0,"This round, firm fruit boasts a vibrant red skin, often speckled with hints of green. Its sweet, crisp flesh is beloved for its juicy bite and tart flavor.  


Let me know if you'd like another attempt!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,28,0,"This round, crimson fruit hangs from a tree and is known for its sweet, crisp flesh.  It is a popular snack enjoyed worldwide and used in countless culinary creations. 


Let me know if you'd like to try another one!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,29,0,"It's a round, crisp fruit with a sweet and sometimes tart flavor.  Its skin can be red, green, or yellow, and it grows on a deciduous tree. 


Let me know if you'd like another try!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,30,0,"This fruit boasts a crisp, juicy flesh and comes in a variety of colors, often red or green.  It is renowned for its sweet taste and is enjoyed both raw and as an ingredient in countless dishes.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,31,0,"This round, vibrant fruit comes in various shades of red and green.  It is both a popular snack and a key ingredient in many culinary creations. 


Let me know if you want to try another one!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,32,0,"This round, red fruit grows on a tree and is known for its crisp texture and sweet-tart flavor.  It's often enjoyed fresh, baked into pies, or used in various culinary creations. 


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,33,0,"This round, brightly colored fruit is known for its sweet-tart flavor and crunchy texture.  It often features prominently in both culinary and symbolic contexts.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,34,0,"This sweet and crunchy fruit comes in various shades of red, green, and yellow. It is known for its signature crispness and a core containing edible seeds. 


Let me know if you'd like to play another round!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,35,0,"This spherical fruit is known for its crisp texture and sweet, slightly tart flavor.  It comes in various shades of red, green, and yellow, and grows on a deciduous tree. 


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,36,0,"This sweet and crunchy fruit comes in a variety of colors, ranging from vibrant red to deep green.  Often associated with a famous tech company, it's also enjoyed as a healthy snack and ingredient in pies.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,37,0,"This fruit is round and typically red, green, or yellow.  It has a crisp texture and a sweet, slightly tart flavor.  


Let me know if you'd like to play another round! 😊",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,38,0,"This round, typically red fruit hangs from a tree and is known for its crisp texture and sweet-tart taste.  It's often associated with knowledge and health, making it a popular snack and ingredient in many dishes. 


Let me know if you'd like to play another round!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,39,0,"This round, vibrant fruit hangs from a tree in clusters, its skin a tempting red or green hue. Its crisp flesh yields to a sweet and slightly tart juice, enjoyed fresh or used in countless culinary creations.  


Let me know if you'd like to try another round! 😊",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,40,0,"This round, red fruit hangs from a tree, tempting you with its sweet aroma.  A single bite offers a burst of juicy flavor and a satisfying crunch.  


Let me know if you'd like me to try describing another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,41,0,"This smooth, round fruit comes in a variety of vibrant colors, from crimson to emerald green.  It is known for its sweet, crisp flesh and tart juice, often enjoyed fresh or used in culinary creations. 


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,42,0,"This round fruit, often red or green, grows on a deciduous tree.  Its crisp flesh is sweet and juicy, making it a popular snack enjoyed worldwide. 


Let me know if you'd like to try another one!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,43,0,"It's a round, sweet fruit that comes in various colors, often red and green.  Known for its crisp texture and refreshing taste, it's a popular snack enjoyed worldwide. 


Let me know if you'd like to try another riddle!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,44,0,"It's a round, typically red fruit with a crisp bite and a sweet-tart flavor.  It grows on a deciduous tree and is known for its iconic logo.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,45,0,"This sweet and crisp fruit comes in shades of red, green, and yellow, often with a waxy skin.  It's known for its iconic shape and is a popular ingredient in pies, sauces, and snacks.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,46,0,"This round, crisp fruit boasts a vibrant red or green exterior, often with a slight sheen.  Its sweet and juicy flesh contains a core with numerous tiny seeds.  


Let me know if you'd like to play another round!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,47,0,"This fruit is commonly associated with a certain tech company and comes in various colors, from vibrant reds to crisp greens.  Its sweet, juicy flesh is enjoyed fresh, baked into pies, or processed into cider.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,48,0,"This round, red fruit hangs from a tree and is known for its crisp texture and sweet, slightly tart flavor.  It's a popular snack and ingredient in many dishes.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,49,0,"This round, smooth fruit boasts a vibrant red skin, often hiding a sweet and slightly tart flesh within. It's a popular snack and ingredient, enjoyed fresh or baked into pies and crumbles.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,50,0,"This smooth, round fruit boasts a vibrant red or green exterior and a crisp, juicy interior.  It is a popular snack and ingredient in both sweet and savory dishes. 


Let me know if you'd like to play another round!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,51,0,"This round, often red fruit grows on a tree and has a crisp texture with a sweet and tart flavor.  Its iconic logo features a bite taken out of its side. 


Let me know if you want to try another guessing game!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,52,0,"This smooth, round fruit is a popular snack enjoyed both raw and cooked. Its vibrant red skin often hides a crisp, juicy interior with a sweet and tart flavor.  


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,53,0,"This vibrant, round fruit boasts a smooth skin that ranges from deep red to bright green.  It's known for its crisp texture and sweet-tart flavor, making it a popular snack and ingredient in countless dishes. 


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,54,0,"This round, red fruit grows on a tree and is known for its crisp texture and sweet-tart flavor.  It's a popular snack and ingredient in both sweet and savory dishes.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,55,0,"This smooth, round fruit is a beloved treat, often enjoyed fresh or baked into delicious pies. Its vibrant red skin hides a crisp, juicy flesh with a sweet and tart flavor.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,56,0,"This fruit is round and typically red, green, or yellow, with a smooth skin and a sweet, crisp flesh.  It grows on a tree and is a popular snack and ingredient in many dishes. 


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,57,0,"This fruit is known for its crisp texture and sweet-tart flavor, often enjoyed fresh or used in various culinary creations.  It boasts a smooth, typically red skin with a single core containing seeds. 


Let me know if you'd like to play another round!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,58,0,"This round, crimson fruit is known for its sweet, crisp flesh and iconic bite mark.  It often inspires both artistic expression and entrepreneurial ventures.


Let me know if you want me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,59,0,"This round, brightly colored fruit hangs from a tree and is known for its sweet and tart flavor.  It's a popular snack and ingredient in both sweet and savory dishes. 


Let me know if you'd like to try another guessing game!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,60,0,"It's a round, red fruit with a sweet and crisp taste.  Often associated with a tech giant, it also grows on a tree.  


Let me know if you'd like to try another one!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,61,0,"This round, brightly colored fruit grows on a tree and is known for its sweet, crisp flesh.  It is a popular snack enjoyed worldwide and is also used in various culinary creations.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,62,0,"This fruit is a beloved symbol of knowledge and temptation, known for its crisp texture and sweet-tart flavor. It comes in various colors and varieties, some best enjoyed fresh while others are used to make delicious juices and pies.  


Let me know if you'd like me to describe something else!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,63,0,"This round, vibrant fruit comes in various hues of red, green, and yellow.  Its crisp flesh offers a sweet and sometimes tart taste, making it a popular snack enjoyed worldwide.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,64,0,"This round, red fruit is known for its sweet, crisp flesh and signature bite. It originated in Central Asia but is now cultivated globally, becoming a symbol of knowledge and temptation.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,65,0,"It's a round, smooth fruit that comes in various shades of red, green, and yellow.  This sweet and crunchy treat is often enjoyed raw but can also be baked into pies or used to make juice.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,66,0,"This sweet and crisp fruit is known for its iconic red skin and a single, inedible core. It's a popular snack and ingredient in both sweet and savory dishes.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,67,0,"It is a round, sweet fruit that grows on a deciduous tree.  A beloved symbol of knowledge and temptation, it comes in various colors and boasts a crisp texture.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,68,0,"This round, brightly colored fruit hangs from a tree in clusters.  Its crisp flesh is sweet and juicy, often enjoyed fresh or used in pies and other desserts. 


Let me know if you'd like to try another one!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,69,0,"This round fruit boasts a vibrant red skin and a crisp, juicy flesh.  It is often enjoyed fresh, baked into pies, or used to make delicious cider. 


Let me know if you'd like me to describe another object! 😊",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,70,0,"This fruit, often associated with knowledge and temptation, boasts a smooth, glossy skin and a crisp, juicy interior.  Its vibrant red hue is a symbol of both freshness and autumn.  


Let me know if you'd like me to describe something else!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,71,0,"This round, smooth fruit boasts a vibrant red skin that hides a crisp, juicy flesh. It's a beloved treat, often associated with knowledge and health. 


Let me know if you want to play another round!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,72,0,"This fruit is a symbol of knowledge and temptation, often depicted in mythology and folklore. Its crisp exterior gives way to a sweet and juicy interior, making it a popular snack enjoyed worldwide.  


Let me know if you'd like me to describe something else!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,73,0,"It is a round, typically red fruit with a sweet and slightly tart flavor.  Its core contains seeds and its skin can be eaten or removed depending on preference. 


Let me know if you'd like to try another description!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,74,0,"This round, brightly colored fruit grows on a tree and is known for its sweet taste and crisp texture.  It's often associated with health benefits and has been used in both culinary and medicinal contexts for centuries.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,75,0,"This round, brightly colored fruit is known for its sweet and tart flavor.  It grows on a deciduous tree and is often associated with health and knowledge.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,76,0,"This round, red fruit hangs from a tree and is known for its crisp texture and sweet-tart flavor.  It has been cultivated for centuries and is enjoyed fresh, baked into desserts, or used to make juice. 


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,77,0,"This spherical fruit comes in various colors, from vibrant red to deep green. Its crisp texture and sweet-tart flavor make it a popular snack and ingredient in both sweet and savory dishes. 


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,78,0,"This round fruit boasts a vibrant red skin and a sweet, crisp flesh. It is often associated with knowledge, health, and the tech giant bearing its name.  


Let me know if you'd like another descriptive riddle!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,79,0,"This smooth, round fruit boasts a vibrant red skin and a crisp bite.  Its juicy flesh contains a core with small seeds and offers a sweet, slightly tart flavor.  


Let me know if you'd like to try another guessing game!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,80,0,"This round, brightly colored fruit hangs from a tree and is known for its crisp texture and sweet, tart flavor. It's a popular snack enjoyed both fresh and used in various culinary creations.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,81,0,"This round, red fruit grows on a tree and is known for its crisp texture and sweet-tart flavor.  It is often enjoyed fresh, baked into pies, or used in juices and sauces.  


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,82,0,"This round, red fruit grows on a tree and is known for its crisp texture and sweet-tart flavor. It has been cultivated for centuries and is enjoyed both fresh and in various culinary creations.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,83,0,"This round, red fruit hangs from a tree and is known for its sweet, crisp taste.  It's often enjoyed fresh or used in pies, sauces, and other culinary delights. 


Let me know if you'd like to try another one!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,84,0,"This smooth, round fruit comes in a variety of colors and boasts a sweet, crisp flesh.  It is a beloved snack and a key ingredient in many desserts. 


Let me know if you'd like me to try describing another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,85,0,"This round, red fruit hangs from a tree and is known for its sweet, crisp flesh. It's a popular snack enjoyed worldwide and used in many culinary creations. 


Let me know if you'd like to try another one! 🍎",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,86,0,"This smooth, round fruit comes in various shades of red, green, and yellow.  Its crisp flesh is sweet and tart, often enjoyed fresh or used in pies and other baked goods.  


Let me know if you'd like me to try describing another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,87,0,"This round, crimson fruit hangs from a tree in the orchard, its skin smooth and slightly shiny.  A sweet, tart flavor bursts forth when bitten, leaving a pleasant aroma in the air. 


Let me know if you'd like another try!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,88,0,"It is a round, brightly colored fruit with a smooth skin.  This sweet and juicy treat often comes from a deciduous tree and is enjoyed both fresh and processed into various products. 


Let me know if you'd like me to try describing something else!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,89,0,"This round, brightly colored fruit hangs from a tree and is known for its crisp texture and sweet-tart taste.  It's often associated with knowledge and has been cultivated for centuries. 


Let me know if you'd like to try another riddle!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,90,0,"This round, bright red fruit is known for its crisp texture and sweet-tart flavor.  It grows on a deciduous tree and has been cultivated for centuries.  


Let me know if you'd like me to describe something else! 😊",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,91,0,"This round, red fruit is a popular snack and ingredient, often associated with knowledge and temptation. Its crisp flesh offers a sweet and tart taste that many enjoy.  


Let me know if you want me to try describing another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,92,0,"It's a round, crisp fruit with a vibrant red skin and a sweet, juicy flesh.  Often associated with knowledge and temptation, it grows on trees and is enjoyed both fresh and in various culinary creations.  


Let me know if you'd like me to describe another object!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,93,0,"This sweet and juicy fruit comes in shades of red, green, and yellow. It's often enjoyed fresh, baked into pies, or pressed into a refreshing drink.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,94,0,"It's a round, smooth fruit that comes in various shades of red, green, and yellow.  Its crisp flesh is sweet and tart, enjoyed fresh or used in countless culinary creations. 


Let me know if you'd like to try another riddle!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,95,0,"This round, red fruit hangs from a tree and is known for its crisp texture and sweet-tart flavor.  It's often associated with knowledge, temptation, and a certain iconic tech company.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,96,0,"This sweet, round fruit hangs from a tree and comes in various shades of red, green, and yellow.  A crisp bite reveals juicy flesh with a delightful tartness.",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,97,0,"It is a round, commonly red fruit with a crisp texture and a sweet-tart flavor.  It grows on a tree and is known for its health benefits.  


Let me know if you'd like to try another one! 🍎",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,98,0,"It's a round, typically red fruit known for its crisp texture and sweet-tart flavor.  Often associated with health benefits, it grows on a deciduous tree with fragrant blossoms in the spring.  


Let me know if you want to try another one!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,99,0,"This fruit is round and typically red, green, or yellow. It has a crisp texture and a sweet, slightly tart flavor.  


Let me know if you'd like to try another one! 🍎",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,100,0,"This sweet, round fruit is often red, green, or yellow and grows on a deciduous tree.  It is a popular snack and ingredient in both sweet and savory dishes. 


Let me know if you'd like me to describe something else!",Apple
gemma-2-9b-it,High-Freq Concrete,Apple,1,1,"A spherical, vibrant fruit with a glossy surface is cultivated on a tree and is appreciated for its sugary flavor and adaptability in meals ranging from salty to sweet.",mango
gemma-2-9b-it,High-Freq Concrete,Apple,2,1,"It's a delicious, juicy, red fruit with a crunchy texture and a mix of sweet and sour tastes.",grapefruit
gemma-2-9b-it,High-Freq Concrete,Apple,3,1,"This colorful fruit is refreshing and has a balanced taste.  It can be eaten raw, cooked, or made into juice.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,4,1,"A spherical, vibrant fruit with a polished exterior grows on a branch. It is commonly eaten raw, incorporated into pastries, or pressed for juice.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,5,1,"It has a crunchy texture with a blend of sweetness and acidity. It appears in different hues, typically red or green, and develops on a tree that loses its leaves seasonally.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,6,1,A spherical fruit that comes in various colors and offers a refreshing sweetness with a hint of tang.,apple
gemma-2-9b-it,High-Freq Concrete,Apple,7,1,"A sweet, crunchy, red fruit that grows on trees and is enjoyed in snacks and meals.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,8,1,"It has sweet, refreshing insides with varying colors and is delicious eaten raw or cooked.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,9,1,"A spherical, crimson fruit with a glossy exterior is enjoyed for its sugary, refreshing flavor and appears in desserts and condiments.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,10,1,"A popular snack appreciated for its crunch and balanced taste, it exists in multiple hues.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,11,1,"A sweet, crunchy fruit with many colors grows on trees and is considered healthy.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,12,1,"A sweet, crunchy fruit, round and vibrant, grows on trees and symbolizes wisdom and desire.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,13,1,"The spherical, glossy fruit has a bright red exterior, occasionally displaying hints of green or yellow. Its refreshing interior is both sweet and tangy, delicious on its own or used in pastries.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,14,1,"A versatile fruit with diverse colors, hanging on branches, offering a mix of sweetness and tartness.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,15,1,"It has a crunchy texture and a taste that is both sugary and a little bit sour.  While usually red, it comes in other colors too.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,16,1,"A spherical fruit with a tangy sweetness, common in desserts and meals.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,17,1,"A spherical, commonly crimson fruit cultivated on trees, characterized by its firmness, a mix of sweetness and acidity, and versatile culinary uses.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,18,1,"Many people love this tasty, spherical fruit. It comes in various colors and has a crunchy center with seeds.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,19,1,"A flavorful, spherical fruit with diverse hues, cultivated on a tree that sheds its leaves seasonally.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,20,1,"It is a sweet, crunchy fruit with diverse hues.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,21,1,"A round, red fruit with a crunchy texture and a mix of sweetness and tanginess, enjoyed on its own and in various recipes.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,22,1,"A delicious, spherical fruit with a firm bite and crimson exterior, cultivated on a tree, it is consumed fresh or incorporated into baked goods.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,23,1,"A spherical fruit, frequently red, with a snappy feel and a blend of sweetness and acidity.  Popular globally, it thrives on trees.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,24,1,"A tasty, spherical fruit with a bright red exterior and refreshing insides.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,25,1,"A spherical fruit with vibrant hues, a glossy surface, juicy interior, a seeded center, and a balanced sweetness with a touch of acidity.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,26,1,"A spherical fruit with a red and green exterior has juicy, flavorful flesh that can be eaten raw or used in desserts.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,27,1,"A solid, circular fruit with a red exterior, sometimes showing green spots, has a tasty, refreshing interior that is both sweet and tangy.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,28,1,"A red, spherical fruit with juicy and refreshing insides is loved globally and appears in many dishes.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,29,1,"This fruit is spherical, firm, and has a taste that ranges from sugary to slightly sour. Its outer layer comes in red, green, or yellow hues and it grows on a tree that loses its leaves seasonally.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,30,1,"This sweet, flavorful fruit is known for its refreshing texture and comes in diverse shades.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,31,1,"A colorful, spherical fruit enjoyed on its own and used in recipes.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,32,1,"A spherical, crimson fruit with a refreshing snap and a blend of sweetness and acidity can be eaten raw, incorporated into desserts, or used in diverse recipes.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,33,1,"A spherical, vibrant fruit with a mix of sweetness and acidity and a satisfying crunch is commonly used in food and representations.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,34,1,"A fruity treat with multiple colors, a satisfying snap, and a central seed cluster.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,35,1,"A round fruit with a crunchy bite, offering a mix of sweetness and tanginess. Its color varies from red to green to yellow, and it grows on a tree that loses its leaves seasonally.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,36,1,"A colorful, sweet, and crunchy treat, known for its health benefits and use in desserts.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,37,1,"It comes in various colors, is spherical, and has a juicy, tangy sweetness.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,38,1,"A spherical, usually crimson fruit that grows on trees, valued for its refreshing crunch and flavor blend of sweetness and acidity. Frequently linked to wisdom and well-being, it is enjoyed as a standalone treat and used in various recipes.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,39,1,"It grows in bunches, is either red or green, and has juicy flesh with a sweet and tangy flavor.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,40,1,"A spherical, crimson fruit, fragrant and alluring, yields to a delicious mouthful.",apple
gemma-2-9b-it,High-Freq Concrete,Apple,41,1,"A colorful, spherical fruit with a sweet inside and tangy liquid, eaten raw or cooked.",apple
