Model,Category,Word,Instance_ID,Step,Description,Guess
llama-3.2-3b-instruct,High-Freq Concrete,Apple,18,0,"This popular fruit is a small, round or oval-shaped edible product with a thin skin that comes in various colors, often enjoyed as a healthy snack or used in a variety of recipes. It's typically sweet and crunchy on the outside, with a juicy pulp inside that contains seeds and is widely cultivated and consumed globally.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,19,0,"This popular fruit is a small, round or oval-shaped object with a thin skin that comes in various colors and flavors, often eaten as a healthy snack or used in pies and other desserts. Its seeds are usually contained within a central core, surrounded by a juicy pulp that's rich in nutrients and antioxidants.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,20,0,"The object is a popular, round, and shiny fruit that is typically red, although it can also be found in other colors such as green or yellow, and is often eaten fresh or used in various products like juice, sauce, and desserts. It has a crunchy texture on the outside and a juicy interior, with seeds in the center, making it a favorite among many people worldwide for its sweet taste and nutritional benefits.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,21,0,"This popular, round fruit is often red or green and has a thin, edible skin that's typically easy to peel. It's commonly eaten fresh or used in various products like desserts, juices, and computers, and is widely cultivated and consumed around the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,22,0,"A popular, round, red fruit is widely consumed for its sweet taste and crunchy texture, often eaten as a snack or used in various desserts and recipes. It's also known for being a major player in the technology industry, producing innovative products that have revolutionized the way people communicate, work, and live.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,23,0,"This popular fruit is a round, juicy, and sweet edible delight that grows on trees, often enjoyed as a healthy snack or used in various recipes like pies, salads, and smoothies. Its iconic logo is one of the most recognizable symbols in the world, synonymous with innovation, technology, and a commitment to quality.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,24,0,"This popular, round, red fruit is widely cultivated and consumed globally for its sweet taste and numerous health benefits, often eaten as a snack or used in various recipes. Its skin is thin and edible, with a crunchy texture and a juicy pulp containing seeds on the inside.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,25,0,"The object is a small, round, typically red fruit with a thin skin and a juicy interior, often eaten as a snack or used in a variety of recipes, including pies and salads. It's widely cultivated and enjoyed worldwide for its sweet taste and numerous health benefits.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,26,0,"The object is a type of fruit that originated in Central Asia and is widely cultivated and consumed globally for its sweet taste and crunchy texture. It comes in various sizes, from small to large, with some varieties having a distinctive red skin that's often associated with autumn and fall seasons.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,27,0,"A popular, round, juicy fruit is widely cultivated and consumed for its sweet taste and crunchy texture, often eaten as a snack or used in various desserts and beverages. It's typically red, green, or yellow in color, with a thin skin that's easy to peel and contains seeds and pulp inside.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,28,0,"This popular fruit is known for its distinctive red skin, juicy pulp, and seeds, often eaten as a snack or used in various desserts and recipes. It's a round, relatively small, and sweet treat that's widely cultivated and enjoyed globally, particularly during the autumn season.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,29,0,"This popular fruit is often red, round, and juicy, with a thin skin that's typically peeled before consumption. Its sweet, crunchy flesh is a staple in many breakfasts, snacks, and desserts around the world, and its seeds are used to make a popular digital device.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,30,0,"This popular fruit is a round or oval-shaped, juicy, and sweet edible product with a thin skin that comes in a variety of colors, often associated with health and wellness due to its high nutritional value. It is widely cultivated and consumed globally as a snack, used in various products such as juices, pies, and desserts.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,31,0,"This popular fruit is often associated with a tech company and is known for its crunchy texture, juicy flesh, and sweet taste, commonly consumed as a snack or used in a variety of culinary preparations. It is typically round in shape, with a thin skin that comes in a range of colors, including red, green, and yellow, depending on the ripeness and variety.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,32,0,"This fruit is often associated with the tech giant, and its skin has a distinctive red color with green stripes. It's typically round in shape, juicy on the inside, and is widely consumed as a healthy snack or used in various culinary creations.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,33,0,"This round, juicy fruit is typically red, with a thin skin that's often eaten as a healthy snack, and it grows on deciduous trees. Its seeds are contained within a fleshy core, surrounded by a sweet, pulpy pulp that's bursting with flavor.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,34,0,"This popular fruit is often associated with a company founded by Steve Jobs and is widely recognized for its sleek, rounded shape, juicy texture, and sweet taste. It's commonly consumed as a healthy snack or used in various culinary creations, such as pies, crisps, and salads.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,35,0,"This popular, round fruit is known for its vibrant red skin and crunchy texture, often enjoyed as a healthy snack or used in various culinary creations, such as pies and salads. Its seeds are typically small and contain a juicy pulp surrounding a single seed, surrounded by a fleshy outer layer that's sweet to eat.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,36,0,"This popular, round fruit is known for its distinctive red skin, crunchy texture, and sweet taste, often eaten as a healthy snack or used in a variety of desserts and recipes. It's also a highly valuable brand that produces a range of electronic devices, including smartphones, tablets, and laptops.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,37,0,"The fruit is a small, round, juicy, and sweet object that grows on trees and is often red, but can also be green or yellow when it's not yet ripe. It's typically eaten fresh or used to make a variety of delicious products like pies, smoothies, and sauces.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,38,0,"This popular, round fruit is typically red, although it can also be green or yellow, and is widely cultivated for its sweet, juicy pulp that is eaten fresh or used to make a variety of products such as juice, sauce, and desserts. It is often associated with a specific company known for its innovative technology and iconic branding, and is widely recognized as a healthy snack option around the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,39,0,"This popular fruit is typically round in shape and has a thin, edible skin that comes in a variety of colors, often red, green, or yellow. Its juicy pulp contains seeds and is widely cultivated and consumed as a healthy snack or used in various culinary recipes worldwide.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,40,0,"The object is a popular, round, red fruit with a shiny skin and a juicy interior, often eaten as a snack or used in various recipes. It's widely cultivated and consumed worldwide for its sweet taste and numerous health benefits, with many varieties available in different colors, including green, yellow, and purple.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,41,0,"This popular, round, and juicy fruit is often eaten as a healthy snack, known for its vibrant red skin, crunchy texture, and sweet, slightly tart taste. It's commonly associated with a technology company of the same name, but its origins and uses date back thousands of years to ancient civilizations.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,42,0,"This popular fruit is a round, juicy, and sweet edible product with a thin, edible skin that comes in various colors, often red, but also available in green, yellow, and other shades. It's widely cultivated and enjoyed as a healthy snack, used in a variety of dishes, and is also a symbol of innovation and technology.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,43,0,"A popular, round, shiny fruit with a thin skin, often eaten as a snack or used to make pies and other desserts. It's typically red, but can also be green or yellow, and is known for its sweet taste and crunchy texture.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,44,0,"A round, juicy fruit with a thin, edible skin, often associated with being red, but also available in various colors and varieties, is a popular snack that grows on trees. It's known for its sweet taste, crunchy texture, and is often eaten fresh or used in baked goods, such as pies and crisps.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,45,0,"This popular fruit is a round, juicy, and sweet edible drupe with a thin skin that ranges in color from red to green, depending on the variety, and is often eaten fresh or used in a variety of products such as pies, juices, and computers. Its seeds are typically located inside and surrounded by a fleshy pulp, and it's widely cultivated and consumed worldwide for its nutritional value and delicious taste.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,46,0,"The object in question is a popular, round, juicy fruit that is often red, but can also be green or yellow, and is commonly consumed as a snack or used in various desserts and drinks. It's typically grown on trees and has a thick skin that protects its soft, edible flesh, which is rich in antioxidants and other nutrients.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,47,0,"This popular fruit is a small, round or oval-shaped, edible product with a thin, edible skin that comes in a variety of colors, typically red, green, or yellow, and is often eaten fresh or used in baked goods, juices, and other culinary preparations. Its seeds are surrounded by a fleshy interior that's crunchy on the outside and soft on the inside, making it a favorite among people of all ages.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,48,0,"This popular, round fruit is typically red, but can also be found in green or yellow varieties, and is often eaten as a healthy snack or used in desserts. It's also known for being grown on trees that are cultivated in many parts of the world and have been a significant part of human diets for thousands of years.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,49,0,"This popular fruit is a small, round or oval-shaped object with a thin skin that comes in various colors such as red, green, and yellow, and is often consumed as a healthy snack or used in a variety of desserts and beverages. Its seeds are located on the inside and are surrounded by a sweet, juicy pulp that contains a single seed, making it a favorite among many people worldwide.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,50,0,"The object is a popular, round, shiny fruit that grows on trees and is often eaten as a healthy snack, known for its sweet taste and crunchy texture. It's also commonly used in various products like computers, music players, and other electronic devices, due to its unique properties and versatility.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,51,0,"This popular fruit is known for its vibrant red skin, crunchy texture, and sweet taste, making it a favorite among many people around the world. It's often consumed as a healthy snack, enjoyed on its own or paired with various toppings, and comes in a variety of flavors and sizes.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,52,0,"This popular, round fruit is known for its red skin and juicy pulp, often eaten fresh or used in a variety of sweet treats, such as pies and desserts. Its seeds are encased in a hard, woody core, and it's widely cultivated and enjoyed by people all around the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,53,0,"A popular, round fruit with a thin, edible skin that comes in various colors, is often consumed as a healthy snack, and is commonly associated with a technology company of the same name. Its seeds are surrounded by a juicy pulp and are typically eaten fresh or used in a variety of products, including juices, pies, and desserts.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,54,0,"This popular fruit is widely recognized for its vibrant red skin and juicy, sweet pulp, often enjoyed as a healthy snack or used in various desserts and beverages. It's also known for its sleek, modern design and is one of the most valuable and recognizable brands in the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,55,0,"This popular fruit is known for its crunchy texture, sweet taste, and vibrant red color, often eaten as a healthy snack or used in various culinary dishes. It's a widely cultivated crop with numerous varieties, including some that are smaller and more compact, while others are larger and more elongated, with varying degrees of sweetness and flavor profiles.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,56,0,"The object in question is a popular, round, red fruit with a thin, edible skin and a juicy pulp surrounding a single seed, often consumed as a healthy snack or used in various culinary creations. This object is also a versatile material for making products such as computers, smartphones, and other electronic devices, known for its sleek design and user-friendly interface.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,57,0,"This popular, round fruit is widely recognized for its bright red skin and juicy pulp, often consumed as a healthy snack or used in a variety of desserts and beverages. It's also a significant cultural icon, with a distinctive logo that has become synonymous with innovation and technology.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,58,0,"This popular fruit is known for its vibrant red skin, crunchy texture, and sweet taste, often eaten as a snack or used in various desserts and salads. It's also the namesake of a well-known technology company, having been the first to popularize a revolutionary device that revolutionized personal computing and communication.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,59,0,"This popular fruit is often associated with the tech giant of the same name and is typically red, with a shiny skin that's slightly tender to the touch. Its sweet taste and crunchy texture make it a favorite among many people worldwide, often enjoyed as a snack or used in a variety of culinary creations.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,60,0,"The object is a popular, round, juicy fruit with a thin skin that comes in various colors and flavors, often eaten as a healthy snack or used in desserts. It has a single large seed in the center, surrounded by a crunchy, sweet pulp that's rich in nutrients and antioxidants.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,61,0,"A popular, round, and juicy fruit often associated with a multinational technology company, this object is typically red, but can also be found in green or yellow varieties. It's a healthy snack that's commonly eaten as a fresh fruit, used in salads, or baked into delicious desserts.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,62,0,"This popular fruit is typically round or oval in shape, with a thin skin that ranges in color from green to red, depending on the ripeness and variety. Its juicy pulp is surrounded by a core and seeds, and it's often eaten fresh or used in various culinary applications, such as pies, salads, and sauces.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,63,0,"This popular fruit is known for its round, smooth skin that comes in a variety of colors, and is often eaten as a healthy snack or used in desserts. It's a type of tree-borne fruit that grows on orchards worldwide, with over 7,500 varieties cultivated globally.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,64,0,"The object is a type of fruit that grows on trees, typically round in shape, with a thin skin that ranges in color from green to red, depending on the variety. It's often eaten as a snack or used in various recipes, and is renowned for its sweet taste and crunchy texture.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,65,0,"A small, round, and juicy fruit with a thin, edible skin, often enjoyed as a healthy snack or used in various culinary creations, this object is known for its sweet taste and crunchy texture. It's a popular choice among fruit enthusiasts due to its numerous health benefits, including being high in antioxidants and fiber.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,66,0,"A small, round, juicy fruit with a thin skin that comes in a variety of colors, often eaten as a snack or used in various recipes. It's typically sweet and crunchy on the outside, with a soft and pulpy interior, and is often associated with health benefits due to its high content of fiber and antioxidants.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,67,0,"This popular fruit is known for its vibrant red skin, crisp texture, and sweet taste, often eaten as a healthy snack or used in various culinary creations, from salads to desserts. Its seeds are embedded in a central core surrounded by a fleshy outer layer that's rich in antioxidants and fiber.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,68,0,"A popular, round, and shiny fruit is widely cultivated for its sweet taste and crunchy texture, often eaten as a snack or used in various desserts and beverages. It's typically red, but can also be found in other colors such as green, yellow, or a combination of these hues, depending on its ripeness and variety.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,69,0,"The fruit is a round, typically red, juicy, and sweet object that grows on trees and is widely cultivated for its edible pulp and seeds, often eaten as a healthy snack or used to make a popular computer company's logo. It's also a popular subject of art, poetry, and music, with numerous varieties and cultivars available worldwide.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,70,0,"The object is a popular, round fruit that originated from Central Asia and has become a global brand known for its distinctive red, green, and sometimes yellow skin, often eaten fresh or used in various products like computers and music players. Its sweet and crunchy texture, combined with its long shelf life, have made it a favorite among consumers worldwide.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,71,0,"This popular fruit is known for its round shape, smooth skin, and juicy interior, often eaten as a snack or used in various recipes and products, particularly in desserts and beverages. Its vibrant red color and crunchy texture have made it a favorite among many people around the world, with several varieties available depending on factors like sweetness and flavor profile.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,72,0,"The object is a popular, round or oval-shaped fruit with a thin, edible skin that comes in a variety of colors and is often consumed as a healthy snack. It's typically red, but can also be green, yellow, or a combination of these colors, and is known for its sweet taste and crunchy texture.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,73,0,"This popular fruit is a small, round or oval-shaped edible product with a thin skin that comes in a variety of colors, including red, green, and yellow. It's known for its sweet taste, crunchy texture, and is often eaten as a healthy snack or used in various recipes and products.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,74,0,"This popular, round fruit is known for its vibrant red skin and juicy pulp, often eaten as a healthy snack or used in a variety of desserts and beverages. Its seeds are contained within a woody core, surrounded by a tender flesh that is both sweet and crunchy, making it a favorite among many people around the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,75,0,"This round, juicy fruit is typically red, but can also be green or yellow, and is often associated with health benefits due to its high water content and antioxidant properties. It's a popular snack that comes in various sizes, from small, bite-sized morsels to larger, more substantial pieces, and is often enjoyed on its own or paired with other foods like cheese, peanut butter, or caramel.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,76,0,"This popular, round fruit is known for its vibrant red skin and crunchy, juicy interior, often eaten as a healthy snack or used in various desserts. It's also a highly valued and recognizable brand that produces a range of electronic devices, from smartphones to laptops.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,77,0,"This popular fruit is known for its vibrant red color, crunchy texture, and sweet taste, often eaten as a healthy snack or used in a variety of dishes and products. Its seeds are surrounded by a fleshy outer layer, and it's typically round in shape, with many varieties available worldwide due to its adaptability and popularity.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,78,0,"This popular fruit is typically round or oval in shape, with a thin, edible skin that ranges from a deep red to a vibrant green color, depending on its ripeness. Its juicy pulp is surrounded by a fibrous core and contains seeds, often enjoyed as a healthy snack or used in a variety of recipes and products.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,79,0,"This popular fruit is known for its vibrant red, green, or sometimes yellow skin, and is often eaten fresh, used in baked goods, or made into a variety of juices and products. Its crunchy texture and sweet flavor have made it a staple in many cuisines around the world, with numerous varieties grown globally to cater to different tastes and preferences.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,80,0,"This popular, round fruit has a thin, edible skin that comes in a variety of colors and is often consumed as a healthy snack or used in desserts, salads, and other culinary creations. It's typically harvested in autumn from trees that are widely cultivated around the world and is prized for its sweet taste and numerous health benefits.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,81,0,"This popular fruit is known for its crunchy texture, juicy pulp, and sweet taste, often enjoyed as a healthy snack or used in various desserts and beverages. Its iconic logo has become synonymous with innovation and technology, and its products have revolutionized the way people communicate and access information.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,82,0,"A popular, round fruit with a smooth skin, typically red, green, or yellow in color, is widely consumed as a healthy snack and is often associated with the tech giant that shares its name. This fruit is known for its juicy pulp and sweet taste, making it a favorite among people of all ages.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,83,0,"This popular fruit is a small, round or oval-shaped edible product that grows on trees and comes in a variety of colors, including red, green, and yellow. It's often eaten as a snack, used in salads, and made into a popular beverage by various companies around the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,84,0,"This popular fruit is a small, round or oval-shaped, typically red, but sometimes green or yellow, with a thin skin that's often glossy and edible, containing a juicy, sweet interior filled with seeds. It's a widely consumed and highly versatile fruit, often eaten fresh or used in various culinary creations like pies, salads, and smoothies.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,85,0,"The object is a popular, round, juicy fruit with a thin, edible skin that comes in a variety of colors, often eaten as a healthy snack or used in desserts and salads. It's widely cultivated and consumed globally, with many people enjoying it as a convenient and nutritious option for breakfast, lunch, or as a sweet treat.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,86,0,"This popular, round fruit is often eaten as a healthy snack and is typically red, but can also be found in other colors such as green or yellow. Its sweet taste and crunchy texture make it a favorite among many people, and it's also widely used in various products like computers and software.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,87,0,"This popular, round fruit is known for its vibrant red skin and crunchy texture, often eaten as a healthy snack and used in various desserts and beverages. Its seeds are surrounded by a fleshy pulp and are typically eaten after being bitten into or cooked, releasing a sweet, tart juice that is enjoyed by people worldwide.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,88,0,"The object in question is a popular, round, fruit-like item that is often red, but can also be green or yellow, and is typically eaten as a healthy snack or used to make pies and other desserts. It has a sweet taste, crunchy texture, and a single seed in the center, and is widely cultivated and enjoyed globally for its nutritional value and culinary uses.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,89,0,"The object is a popular, round, juicy fruit with a thin, edible skin that typically ranges in color from red to green, and is often associated with health benefits and is eaten as a snack or used in various desserts. It's a favorite among many people worldwide, with numerous varieties grown commercially and cultivated for its sweet taste and crunchy texture.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,90,0,"The object is a popular, round fruit with a thin, edible skin that typically ranges in color from green to red, and is often consumed as a healthy snack. It is widely cultivated, harvested, and enjoyed for its sweet taste and versatility in both fresh and processed forms.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,91,0,"The fruit is a round, juicy, and sweet snack often eaten fresh or used in various desserts, baked goods, and savory dishes. It has a thin, edible skin that comes in a variety of colors, including red, green, and yellow, with a crisp texture and a sweet, slightly tart flavor.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,92,0,"This popular fruit is known for its round, juicy exterior and crunchy interior, often enjoyed as a healthy snack or used in various desserts and baked goods. It's typically red, but can also be found in other colors such as green, yellow, or even purple, and is widely cultivated and consumed worldwide.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,93,0,"The object is a popular, round fruit that comes in various sizes and colors, often eaten as a healthy snack and used in a variety of desserts and beverages. It's known for its crunchy texture and sweet, slightly tart taste, with a seeds on the inside and a thin skin that's easy to peel.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,94,0,"This popular fruit is a juicy, sweet, and crunchy edible product of a tree, often enjoyed as a snack or used in various desserts and beverages. Its iconic red, green, or yellow skin hides a crisp interior filled with seeds and pulp, making it a favorite among many people around the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,95,0,"This popular, round fruit is known for its red skin and crunchy texture, often eaten as a snack or used in a variety of recipes, from pies to salads. Its seeds are nestled inside, surrounded by a juicy pulp that's rich in fiber, vitamins, and antioxidants, making it a healthy and delicious addition to many meals.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,96,0,"The object is a popular, round, juicy fruit that grows on trees and is often eaten as a snack or used in various desserts, such as pies and crisps. It has a thin skin that's typically red, green, or yellow in color, and its sweet, slightly tart taste is enjoyed by people all around the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,97,0,"This popular, round, juicy fruit is known for its vibrant red skin and sweet, crunchy interior, often enjoyed as a healthy snack or used in a variety of sweet treats and beverages. Its seeds are encased in a fleshy outer layer that surrounds a single large seed, which is often eaten and enjoyed on its own or paired with other ingredients in various recipes.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,98,0,"The object is a popular, round fruit with a thin, edible skin that typically comes in various colors such as red, green, and yellow, and is often eaten fresh or used in a variety of products like pies and juices. It's a nutrient-rich food that grows on trees and is widely cultivated and consumed globally for its sweet taste and numerous health benefits.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,99,0,"This popular fruit is known for its vibrant red skin, crisp texture, and juicy pulp, often eaten as a healthy snack or used in various desserts and savory dishes. Its seeds are surrounded by a white core, and it's typically harvested in late summer and early fall, with many varieties available worldwide.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,100,0,"This popular fruit is known for its crunchy texture and sweet taste, often consumed as a healthy snack or used in various desserts and beverages. It's typically red, but can also be found in green or yellow varieties, depending on the specific type, and is cultivated in many parts of the world.",Apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,1,1,"A widely consumed, rounded or oval fruit has a thin outer layer of varying colors and contains seeds, commonly eaten fresh, used in baked goods, and transformed into juice and various products.",apple
llama-3.2-3b-instruct,High-Freq Concrete,Apple,2,1,"This fruit is a widely consumed, round, edible item with a thin outer layer that can be found in several colors and is often eaten as a healthy option or used in sweet treats such as baked goods and snacks. Its seeds are contained within a tough exterior, enveloped by a soft interior rich in nutrients and antioxidants.",apple
